车型,风扇型号,转速(RPM),风量(CFM),噪音(dB),市占率,达标率,测试时间
轻型卡车-A型,Blade-A12.6,2852,504,123.3,22%,65.05,2026-06
轻型卡车-A型,Blade-A12.6,2852,640,123.1,8%,65.35,2026-06
轻型卡车-A型,Blade-A12.6,2852,800,122.0,35%,67.0,2026-06
轻型卡车-A型,Blade-A12.6,2852,1000,120.2,22%,69.7,2026-06
轻型卡车-A型,Blade-A12.6,2852,1280,120.5,15%,69.25,2026-06
轻型卡车-A型,Blade-A12.6,2852,1600,117.5,35%,73.75,2026-06
轻型卡车-A型,Blade-A12.6,2852,2000,115.2,35%,77.2,2026-06
轻型卡车-A型,Blade-A12.6,2852,2520,113.3,8%,80.05,2026-06
轻型卡车-A型,Blade-A12.6,2852,3200,108.0,15%,88.0,2026-06
轻型卡车-A型,Blade-A12.6,2852,4000,108.0,15%,88.0,2026-06
轻型卡车-A型,Blade-A12.6,2852,5040,107.3,35%,89.05,2026-06
轻型卡车-A型,Blade-A12.6,1584,160,114.8,22%,77.8,2026-06
轻型卡车-A型,Blade-A12.6,1584,200,115.9,22%,76.15,2026-06
轻型卡车-A型,Blade-A12.6,1584,252,116.0,15%,76.0,2026-06
轻型卡车-A型,Blade-A12.6,1584,320,115.9,22%,76.15,2026-06
轻型卡车-A型,Blade-A12.6,1584,400,114.9,35%,77.65,2026-06
轻型卡车-A型,Blade-A12.6,1584,504,116.6,15%,75.1,2026-06
轻型卡车-A型,Blade-A12.6,1584,640,116.6,22%,75.1,2026-06
轻型卡车-A型,Blade-A12.6,1584,800,114.7,15%,77.95,2026-06
轻型卡车-A型,Blade-A12.6,1584,1000,112.2,8%,81.7,2026-06
轻型卡车-A型,Blade-A12.6,1584,1280,110.8,15%,83.8,2026-06
轻型卡车-A型,Blade-A12.6,1584,1600,109.5,22%,85.75,2026-06
轻型卡车-A型,Blade-A12.6,1584,2000,106.9,15%,89.65,2026-06
轻型卡车-A型,Blade-A12.6,1584,2520,106.3,15%,90.55,2026-06
轻型卡车-A型,Blade-A12.6,1584,3200,104.5,8%,93.25,2026-06
轻型卡车-A型,Blade-A12.6,1584,4000,104.1,15%,93.85,2026-06
轻型卡车-A型,Blade-A12.6,1584,5040,103.4,22%,94.9,2026-06
微型客车,Blade-A0.0,2852,640,131.0,35%,53.5,2026-06
微型客车,Blade-A0.0,2852,800,129.4,8%,55.9,2026-06
微型客车,Blade-A0.0,2852,1000,128.6,35%,57.1,2026-06
微型客车,Blade-A0.0,2852,1280,129.7,15%,55.45,2026-06
微型客车,Blade-A0.0,2852,1600,131.1,35%,53.35,2026-06
微型客车,Blade-A0.0,2852,2000,131.3,35%,53.05,2026-06
微型客车,Blade-A0.0,2852,2520,135.1,22%,47.35,2026-06
微型客车,Blade-A0.0,2852,3200,134.4,35%,48.4,2026-06
微型客车,Blade-A0.0,2852,4000,134.4,22%,48.4,2026-06
微型客车,Blade-A0.0,2852,5040,133.0,22%,50.5,2026-06
微型客车,Blade-A0.0,2852,6400,130.9,15%,53.65,2026-06
微型客车,Blade-A0.0,2852,8000,128.7,15%,56.95,2026-06
微型客车,Blade-A0.0,2852,10000,125.2,35%,62.2,2026-06
微型客车,Blade-A0.0,2220,640,124.3,8%,63.55,2026-06
微型客车,Blade-A0.0,2220,800,125.6,8%,61.6,2026-06
微型客车,Blade-A0.0,2220,1000,127.1,8%,59.35,2026-06
微型客车,Blade-A0.0,2220,1280,128.6,8%,57.1,2026-06
微型客车,Blade-A0.0,2220,1600,131.5,8%,52.75,2026-06
微型客车,Blade-A0.0,2220,2000,134.0,35%,49.0,2026-06
微型客车,Blade-A0.0,2220,2520,134.8,22%,47.8,2026-06
微型客车,Blade-A0.0,2220,3200,134.9,22%,47.65,2026-06
微型客车,Blade-A0.0,2220,4000,134.6,8%,48.1,2026-06
微型客车,Blade-A0.0,2220,5040,132.8,15%,50.8,2026-06
微型客车,Blade-A0.0,2220,6400,130.2,35%,54.7,2026-06
微型客车,Blade-A0.0,2220,8000,127.6,8%,58.6,2026-06
微型客车,Blade-A0.0,2220,10000,125.4,22%,61.9,2026-06
微型客车,Blade-A0.0,1584,640,126.5,15%,60.25,2026-06
微型客车,Blade-A0.0,1584,800,127.6,8%,58.6,2026-06
微型客车,Blade-A0.0,1584,1000,129.1,15%,56.35,2026-06
微型客车,Blade-A0.0,1584,1280,130.9,22%,53.65,2026-06
微型客车,Blade-A0.0,1584,1600,132.9,8%,50.65,2026-06
微型客车,Blade-A0.0,1584,2000,134.9,15%,47.65,2026-06
微型客车,Blade-A0.0,1584,2520,135.9,15%,46.15,2026-06
微型客车,Blade-A0.0,1584,3200,135.3,15%,47.05,2026-06
微型客车,Blade-A0.0,1584,4000,134.3,22%,48.55,2026-06
微型客车,Blade-A0.0,1584,5040,131.9,22%,52.15,2026-06
微型客车,Blade-A0.0,1584,6400,128.5,8%,57.25,2026-06
微型客车,Blade-A0.0,1584,8000,126.0,22%,61.0,2026-06
微型客车,Blade-A0.0,1584,10000,124.0,35%,64.0,2026-06
微型客车,Blade-A0.0,1268,640,122.8,22%,65.8,2026-06
微型客车,Blade-A0.0,1268,800,126.8,15%,59.8,2026-06
微型客车,Blade-A0.0,1268,1000,129.3,35%,56.05,2026-06
微型客车,Blade-A0.0,1268,1280,131.0,8%,53.5,2026-06
微型客车,Blade-A0.0,1268,1600,133.0,22%,50.5,2026-06
微型客车,Blade-A0.0,1268,2000,134.9,22%,47.65,2026-06
微型客车,Blade-A0.0,1268,2520,135.5,15%,46.75,2026-06
微型客车,Blade-A0.0,1268,3200,134.1,15%,48.85,2026-06
微型客车,Blade-A0.0,1268,4000,133.2,15%,50.2,2026-06
微型客车,Blade-A0.0,1268,5040,130.3,35%,54.55,2026-06
微型客车,Blade-A0.0,1268,6400,126.6,35%,60.1,2026-06
微型客车,Blade-A0.0,1268,8000,122.4,8%,66.4,2026-06
微型客车,Blade-A0.0,1268,10000,119.1,22%,71.35,2026-06
微型客车,Blade-A4.2,2852,1280,124.3,35%,63.55,2026-06
微型客车,Blade-A4.2,2852,1600,129.8,35%,55.3,2026-06
微型客车,Blade-A4.2,2852,2000,132.0,22%,52.0,2026-06
微型客车,Blade-A4.2,2852,2520,133.7,15%,49.45,2026-06
微型客车,Blade-A4.2,2852,3200,133.6,8%,49.6,2026-06
微型客车,Blade-A4.2,2852,4000,132.8,15%,50.8,2026-06
微型客车,Blade-A4.2,2852,5040,129.3,35%,56.05,2026-06
微型客车,Blade-A4.2,2852,6400,125.3,35%,62.05,2026-06
微型客车,Blade-A4.2,2852,8000,121.2,22%,68.2,2026-06
微型客车,Blade-A4.2,2852,10000,117.3,8%,74.05,2026-06
微型客车,Blade-A4.2,1584,800,125.6,15%,61.6,2026-06
微型客车,Blade-A4.2,1584,1000,128.4,15%,57.4,2026-06
微型客车,Blade-A4.2,1584,1280,130.2,8%,54.7,2026-06
微型客车,Blade-A4.2,1584,1600,132.6,22%,51.1,2026-06
微型客车,Blade-A4.2,1584,2000,133.8,15%,49.3,2026-06
微型客车,Blade-A4.2,1584,2520,133.6,8%,49.6,2026-06
微型客车,Blade-A4.2,1584,3200,131.8,15%,52.3,2026-06
微型客车,Blade-A4.2,1584,4000,129.8,22%,55.3,2026-06
微型客车,Blade-A4.2,1584,5040,125.7,15%,61.45,2026-06
微型客车,Blade-A4.2,1584,6400,120.4,35%,69.4,2026-06
微型客车,Blade-A4.2,1584,8000,117.0,8%,74.5,2026-06
微型客车,Blade-A8.4,2852,640,127.6,35%,58.6,2026-06
微型客车,Blade-A8.4,2852,800,129.9,15%,55.15,2026-06
微型客车,Blade-A8.4,2852,1000,132.1,22%,51.85,2026-06
微型客车,Blade-A8.4,2852,1280,133.8,8%,49.3,2026-06
微型客车,Blade-A8.4,2852,1600,134.5,22%,48.25,2026-06
微型客车,Blade-A8.4,2852,2000,134.2,15%,48.7,2026-06
微型客车,Blade-A8.4,2852,2520,132.0,8%,52.0,2026-06
微型客车,Blade-A8.4,2852,3200,126.9,22%,59.65,2026-06
微型客车,Blade-A8.4,2852,4000,121.1,15%,68.35,2026-06
微型客车,Blade-A8.4,2220,320,121.6,35%,67.6,2026-06
微型客车,Blade-A8.4,2220,400,123.7,35%,64.45,2026-06
微型客车,Blade-A8.4,2220,504,126.2,15%,60.7,2026-06
微型客车,Blade-A8.4,2220,640,128.6,8%,57.1,2026-06
微型客车,Blade-A8.4,2220,800,130.7,15%,53.95,2026-06
微型客车,Blade-A8.4,2220,1000,132.3,22%,51.55,2026-06
微型客车,Blade-A8.4,2220,1280,133.0,22%,50.5,2026-06
微型客车,Blade-A8.4,2220,1600,133.0,15%,50.5,2026-06
微型客车,Blade-A8.4,2220,2000,131.5,8%,52.75,2026-06
微型客车,Blade-A8.4,2220,2520,128.4,35%,57.4,2026-06
微型客车,Blade-A8.4,2220,3200,122.6,22%,66.1,2026-06
微型客车,Blade-A8.4,2220,4000,115.8,35%,76.3,2026-06
微型客车,Blade-A8.4,1584,320,120.0,22%,70.0,2026-06
微型客车,Blade-A8.4,1584,400,122.9,35%,65.65,2026-06
微型客车,Blade-A8.4,1584,504,126.0,22%,61.0,2026-06
微型客车,Blade-A8.4,1584,640,128.4,8%,57.4,2026-06
微型客车,Blade-A8.4,1584,800,130.2,15%,54.7,2026-06
微型客车,Blade-A8.4,1584,1000,131.2,22%,53.2,2026-06
微型客车,Blade-A8.4,1584,1280,131.0,15%,53.5,2026-06
微型客车,Blade-A8.4,1584,1600,130.0,15%,55.0,2026-06
微型客车,Blade-A8.4,1584,2000,127.5,22%,58.75,2026-06
微型客车,Blade-A8.4,1584,2520,124.0,8%,64.0,2026-06
微型客车,Blade-A8.4,1584,3200,119.0,8%,71.5,2026-06
微型客车,Blade-A8.4,1268,320,120.1,35%,69.85,2026-06
微型客车,Blade-A8.4,1268,400,123.0,15%,65.5,2026-06
微型客车,Blade-A8.4,1268,504,125.9,35%,61.15,2026-06
微型客车,Blade-A8.4,1268,640,128.2,35%,57.7,2026-06
微型客车,Blade-A8.4,1268,800,129.5,15%,55.75,2026-06
微型客车,Blade-A8.4,1268,1000,130.2,22%,54.7,2026-06
微型客车,Blade-A8.4,1268,1280,129.3,22%,56.05,2026-06
微型客车,Blade-A8.4,1268,1600,127.7,35%,58.45,2026-06
微型客车,Blade-A8.4,1268,2000,125.6,15%,61.6,2026-06
微型客车,Blade-A8.4,1268,2520,122.1,8%,66.85,2026-06
微型客车,Blade-A8.4,1268,3200,118.1,35%,72.85,2026-06
微型客车,Blade-A11.2,2852,160,125.9,35%,61.15,2026-06
微型客车,Blade-A11.2,2852,200,127.1,8%,59.35,2026-06
微型客车,Blade-A11.2,2852,252,128.4,8%,57.4,2026-06
微型客车,Blade-A11.2,2852,320,129.3,22%,56.05,2026-06
微型客车,Blade-A11.2,2852,400,130.3,15%,54.55,2026-06
微型客车,Blade-A11.2,2852,504,133.6,8%,49.6,2026-06
微型客车,Blade-A11.2,2852,640,136.0,22%,46.0,2026-06
微型客车,Blade-A11.2,2852,800,136.9,15%,44.65,2026-06
微型客车,Blade-A11.2,2852,1000,136.2,8%,45.7,2026-06
微型客车,Blade-A11.2,2852,1280,135.2,15%,47.2,2026-06
微型客车,Blade-A11.2,2852,1600,133.3,22%,50.05,2026-06
微型客车,Blade-A11.2,2852,2000,130.5,22%,54.25,2026-06
微型客车,Blade-A11.2,2852,2520,127.1,15%,59.35,2026-06
微型客车,Blade-A11.2,2852,3200,122.5,15%,66.25,2026-06
微型客车,Blade-A11.2,1584,160,125.0,15%,62.5,2026-06
微型客车,Blade-A11.2,1584,200,126.4,22%,60.4,2026-06
微型客车,Blade-A11.2,1584,252,129.0,15%,56.5,2026-06
微型客车,Blade-A11.2,1584,320,130.7,35%,53.95,2026-06
微型客车,Blade-A11.2,1584,400,132.0,22%,52.0,2026-06
微型客车,Blade-A11.2,1584,504,133.1,15%,50.35,2026-06
微型客车,Blade-A11.2,1584,640,133.8,35%,49.3,2026-06
微型客车,Blade-A11.2,1584,800,132.4,22%,51.4,2026-06
微型客车,Blade-A11.2,1584,1000,130.0,35%,55.0,2026-06
微型客车,Blade-A11.2,1584,1280,126.5,8%,60.25,2026-06
微型客车,Blade-A11.2,1584,1600,124.4,15%,63.4,2026-06
微型客车,Blade-A11.2,1584,2000,122.2,8%,66.7,2026-06
微型客车,Blade-A11.2,1584,2520,119.7,35%,70.45,2026-06
微型客车,Blade-A11.2,1584,3200,115.5,22%,76.75,2026-06
微型客车,Blade-A15.4,2852,160,123.6,22%,64.6,2026-06
微型客车,Blade-A15.4,2852,200,124.8,35%,62.8,2026-06
微型客车,Blade-A15.4,2852,252,126.2,22%,60.7,2026-06
微型客车,Blade-A15.4,2852,320,126.8,8%,59.8,2026-06
微型客车,Blade-A15.4,2852,400,127.3,22%,59.05,2026-06
微型客车,Blade-A15.4,2852,504,129.6,22%,55.6,2026-06
微型客车,Blade-A15.4,2852,640,131.5,35%,52.75,2026-06
微型客车,Blade-A15.4,2852,800,131.9,22%,52.15,2026-06
微型客车,Blade-A15.4,2852,1000,130.8,22%,53.8,2026-06
微型客车,Blade-A15.4,2852,1280,130.1,35%,54.85,2026-06
微型客车,Blade-A15.4,2852,1600,129.3,8%,56.05,2026-06
微型客车,Blade-A15.4,2852,2000,127.6,8%,58.6,2026-06
微型客车,Blade-A15.4,2852,2520,125.7,22%,61.45,2026-06
微型客车,Blade-A15.4,2852,3200,122.7,8%,65.95,2026-06
微型客车,Blade-A15.4,2852,4000,119.1,35%,71.35,2026-06
微型客车,Blade-A15.4,2852,5040,115.2,8%,77.2,2026-06
微型客车,Blade-A15.4,2852,6400,112.7,35%,80.95,2026-06
微型客车,Blade-A15.4,2220,160,122.9,8%,65.65,2026-06
微型客车,Blade-A15.4,2220,200,124.2,35%,63.7,2026-06
微型客车,Blade-A15.4,2220,252,125.4,15%,61.9,2026-06
微型客车,Blade-A15.4,2220,320,126.5,15%,60.25,2026-06
微型客车,Blade-A15.4,2220,400,127.2,22%,59.2,2026-06
微型客车,Blade-A15.4,2220,504,129.3,8%,56.05,2026-06
微型客车,Blade-A15.4,2220,640,130.4,8%,54.4,2026-06
微型客车,Blade-A15.4,2220,800,130.4,35%,54.4,2026-06
微型客车,Blade-A15.4,2220,1000,130.0,22%,55.0,2026-06
微型客车,Blade-A15.4,2220,1280,128.2,15%,57.7,2026-06
微型客车,Blade-A15.4,2220,1600,127.0,8%,59.5,2026-06
微型客车,Blade-A15.4,2220,2000,125.6,35%,61.6,2026-06
微型客车,Blade-A15.4,2220,2520,123.5,15%,64.75,2026-06
微型客车,Blade-A15.4,2220,3200,120.9,22%,68.65,2026-06
微型客车,Blade-A15.4,2220,4000,117.1,35%,74.35,2026-06
微型客车,Blade-A15.4,2220,5040,112.9,22%,80.65,2026-06
微型客车,Blade-A15.4,1584,160,121.8,15%,67.3,2026-06
微型客车,Blade-A15.4,1584,200,122.9,22%,65.65,2026-06
微型客车,Blade-A15.4,1584,252,124.5,8%,63.25,2026-06
微型客车,Blade-A15.4,1584,320,125.4,8%,61.9,2026-06
微型客车,Blade-A15.4,1584,400,126.0,8%,61.0,2026-06
微型客车,Blade-A15.4,1584,504,127.4,35%,58.9,2026-06
微型客车,Blade-A15.4,1584,640,128.4,8%,57.4,2026-06
微型客车,Blade-A15.4,1584,800,127.9,15%,58.15,2026-06
微型客车,Blade-A15.4,1584,1000,126.7,35%,59.95,2026-06
微型客车,Blade-A15.4,1584,1280,124.8,22%,62.8,2026-06
微型客车,Blade-A15.4,1584,1600,123.4,35%,64.9,2026-06
微型客车,Blade-A15.4,1584,2000,122.4,22%,66.4,2026-06
微型客车,Blade-A15.4,1584,2520,120.5,8%,69.25,2026-06
微型客车,Blade-A15.4,1584,3200,118.1,8%,72.85,2026-06
微型客车,Blade-A15.4,1584,4000,114.5,15%,78.25,2026-06
微型客车,Blade-A15.4,1584,5040,109.7,15%,85.45,2026-06
微型客车,Blade-A15.4,1268,160,120.0,8%,70.0,2026-06
微型客车,Blade-A15.4,1268,200,121.2,35%,68.2,2026-06
微型客车,Blade-A15.4,1268,252,122.8,15%,65.8,2026-06
微型客车,Blade-A15.4,1268,320,123.7,8%,64.45,2026-06
微型客车,Blade-A15.4,1268,400,123.7,35%,64.45,2026-06
微型客车,Blade-A15.4,1268,504,124.7,8%,62.95,2026-06
微型客车,Blade-A15.4,1268,640,125.6,22%,61.6,2026-06
微型客车,Blade-A15.4,1268,800,124.5,35%,63.25,2026-06
微型客车,Blade-A15.4,1268,1000,123.3,8%,65.05,2026-06
微型客车,Blade-A15.4,1268,1280,121.5,35%,67.75,2026-06
微型客车,Blade-A15.4,1268,1600,120.8,22%,68.8,2026-06
微型客车,Blade-A15.4,1268,2000,119.9,22%,70.15,2026-06
微型客车,Blade-A15.4,1268,2520,118.0,15%,73.0,2026-06
微型客车,Blade-A15.4,1268,3200,115.6,22%,76.6,2026-06
微型客车,Blade-A15.4,1268,4000,112.4,35%,81.4,2026-06
微型客车,Blade-A15.4,1268,5040,108.2,22%,87.7,2026-06
微型客车,Blade-A19.7,2852,160,118.0,8%,73.0,2026-06
微型客车,Blade-A19.7,2852,200,119.1,22%,71.35,2026-06
微型客车,Blade-A19.7,2852,252,121.2,35%,68.2,2026-06
微型客车,Blade-A19.7,2852,320,123.9,15%,64.15,2026-06
微型客车,Blade-A19.7,2852,400,127.0,15%,59.5,2026-06
微型客车,Blade-A19.7,2852,504,128.4,22%,57.4,2026-06
微型客车,Blade-A19.7,2852,640,124.6,22%,63.1,2026-06
微型客车,Blade-A19.7,2852,800,121.9,8%,67.15,2026-06
微型客车,Blade-A19.7,2852,1000,121.5,8%,67.75,2026-06
微型客车,Blade-A19.7,2852,1280,120.6,22%,69.1,2026-06
微型客车,Blade-A19.7,2852,1600,120.1,35%,69.85,2026-06
微型客车,Blade-A19.7,2852,2000,118.4,22%,72.4,2026-06
微型客车,Blade-A19.7,2852,2520,116.2,22%,75.7,2026-06
微型客车,Blade-A19.7,2852,3200,113.0,15%,80.5,2026-06
微型客车,Blade-A19.7,1584,160,126.0,35%,61.0,2026-06
微型客车,Blade-A19.7,1584,200,127.2,22%,59.2,2026-06
微型客车,Blade-A19.7,1584,252,129.9,35%,55.15,2026-06
微型客车,Blade-A19.7,1584,320,130.6,22%,54.1,2026-06
微型客车,Blade-A19.7,1584,400,128.4,15%,57.4,2026-06
微型客车,Blade-A19.7,1584,504,120.3,22%,69.55,2026-06
微型客车,Blade-A19.7,1584,640,119.2,8%,71.2,2026-06
微型客车,Blade-A19.7,1584,800,118.9,22%,71.65,2026-06
微型客车,Blade-A19.7,1584,1000,118.6,35%,72.1,2026-06
微型客车,Blade-A19.7,1584,1280,117.6,15%,73.6,2026-06
微型客车,Blade-A19.7,1584,1600,117.7,8%,73.45,2026-06
微型客车,Blade-A19.7,1584,2000,116.2,15%,75.7,2026-06
微型客车,Blade-A19.7,1584,2520,113.0,35%,80.5,2026-06
微型客车,Blade-A19.7,1584,3200,108.7,22%,86.95,2026-06
纯电乘用车,Blade-A0.0,2852,2000,133.7,35%,49.45,2026-06
纯电乘用车,Blade-A0.0,2852,2520,137.0,22%,44.5,2026-06
纯电乘用车,Blade-A0.0,2852,3200,138.6,35%,42.1,2026-06
纯电乘用车,Blade-A0.0,2852,4000,136.8,8%,44.8,2026-06
纯电乘用车,Blade-A0.0,2852,5040,135.0,22%,47.5,2026-06
纯电乘用车,Blade-A0.0,2852,6400,129.9,15%,55.15,2026-06
纯电乘用车,Blade-A0.0,2852,8000,130.8,8%,53.8,2026-06
纯电乘用车,Blade-A0.0,2852,10000,133.2,35%,50.2,2026-06
纯电乘用车,Blade-A0.0,2852,12800,130.5,8%,54.25,2026-06
纯电乘用车,Blade-A0.0,2852,16000,123.2,8%,65.2,2026-06
纯电乘用车,Blade-A0.0,2220,1600,127.6,22%,58.6,2026-06
纯电乘用车,Blade-A0.0,2220,2000,130.1,8%,54.85,2026-06
纯电乘用车,Blade-A0.0,2220,2520,130.5,35%,54.25,2026-06
纯电乘用车,Blade-A0.0,2220,3200,133.2,8%,50.2,2026-06
纯电乘用车,Blade-A0.0,2220,4000,135.8,22%,46.3,2026-06
纯电乘用车,Blade-A0.0,2220,5040,136.1,22%,45.85,2026-06
纯电乘用车,Blade-A0.0,2220,6400,136.2,22%,45.7,2026-06
纯电乘用车,Blade-A0.0,2220,8000,134.6,35%,48.1,2026-06
纯电乘用车,Blade-A0.0,2220,10000,131.5,22%,52.75,2026-06
纯电乘用车,Blade-A0.0,2220,12800,125.7,35%,61.45,2026-06
纯电乘用车,Blade-A0.0,2220,16000,121.9,22%,67.15,2026-06
纯电乘用车,Blade-A0.0,1584,1280,124.2,22%,63.7,2026-06
纯电乘用车,Blade-A0.0,1584,1600,130.0,8%,55.0,2026-06
纯电乘用车,Blade-A0.0,1584,2000,131.8,22%,52.3,2026-06
纯电乘用车,Blade-A0.0,1584,2520,133.3,8%,50.05,2026-06
纯电乘用车,Blade-A0.0,1584,3200,135.3,8%,47.05,2026-06
纯电乘用车,Blade-A0.0,1584,4000,136.5,22%,45.25,2026-06
纯电乘用车,Blade-A0.0,1584,5040,136.8,22%,44.8,2026-06
纯电乘用车,Blade-A0.0,1584,6400,135.9,35%,46.15,2026-06
纯电乘用车,Blade-A0.0,1584,8000,133.4,8%,49.9,2026-06
纯电乘用车,Blade-A0.0,1584,10000,129.1,35%,56.35,2026-06
纯电乘用车,Blade-A0.0,1584,12800,125.0,35%,62.5,2026-06
纯电乘用车,Blade-A0.0,1268,800,125.1,35%,62.35,2026-06
纯电乘用车,Blade-A0.0,1268,1000,127.9,15%,58.15,2026-06
纯电乘用车,Blade-A0.0,1268,1280,129.3,15%,56.05,2026-06
纯电乘用车,Blade-A0.0,1268,1600,130.7,35%,53.95,2026-06
纯电乘用车,Blade-A0.0,1268,2000,132.9,35%,50.65,2026-06
纯电乘用车,Blade-A0.0,1268,2520,135.2,22%,47.2,2026-06
纯电乘用车,Blade-A0.0,1268,3200,137.0,15%,44.5,2026-06
纯电乘用车,Blade-A0.0,1268,4000,138.6,35%,42.1,2026-06
纯电乘用车,Blade-A0.0,1268,5040,138.5,8%,42.25,2026-06
纯电乘用车,Blade-A0.0,1268,6400,137.2,35%,44.2,2026-06
纯电乘用车,Blade-A0.0,1268,8000,134.2,8%,48.7,2026-06
纯电乘用车,Blade-A0.0,1268,10000,129.0,8%,56.5,2026-06
纯电乘用车,Blade-A0.0,1268,12800,125.6,8%,61.6,2026-06
纯电乘用车,Blade-A4.8,2852,1600,128.4,8%,57.4,2026-06
纯电乘用车,Blade-A4.8,2852,2000,130.8,15%,53.8,2026-06
纯电乘用车,Blade-A4.8,2852,2520,133.4,22%,49.9,2026-06
纯电乘用车,Blade-A4.8,2852,3200,134.9,15%,47.65,2026-06
纯电乘用车,Blade-A4.8,2852,4000,135.5,15%,46.75,2026-06
纯电乘用车,Blade-A4.8,2852,5040,134.5,8%,48.25,2026-06
纯电乘用车,Blade-A4.8,2852,6400,131.5,22%,52.75,2026-06
纯电乘用车,Blade-A4.8,2852,8000,127.4,35%,58.9,2026-06
纯电乘用车,Blade-A4.8,2852,10000,127.7,8%,58.45,2026-06
纯电乘用车,Blade-A4.8,2852,12800,124.2,15%,63.7,2026-06
纯电乘用车,Blade-A4.8,2852,16000,119.7,35%,70.45,2026-06
纯电乘用车,Blade-A4.8,2220,1280,121.5,35%,67.75,2026-06
纯电乘用车,Blade-A4.8,2220,1600,125.1,35%,62.35,2026-06
纯电乘用车,Blade-A4.8,2220,2000,129.1,35%,56.35,2026-06
纯电乘用车,Blade-A4.8,2220,2520,132.4,15%,51.4,2026-06
纯电乘用车,Blade-A4.8,2220,3200,133.9,8%,49.15,2026-06
纯电乘用车,Blade-A4.8,2220,4000,135.5,8%,46.75,2026-06
纯电乘用车,Blade-A4.8,2220,5040,135.2,8%,47.2,2026-06
纯电乘用车,Blade-A4.8,2220,6400,132.2,35%,51.7,2026-06
纯电乘用车,Blade-A4.8,2220,8000,126.9,22%,59.65,2026-06
纯电乘用车,Blade-A4.8,2220,10000,125.1,15%,62.35,2026-06
纯电乘用车,Blade-A4.8,2220,12800,124.4,8%,63.4,2026-06
纯电乘用车,Blade-A4.8,2220,16000,121.3,35%,68.05,2026-06
纯电乘用车,Blade-A4.8,1584,400,116.4,15%,75.4,2026-06
纯电乘用车,Blade-A4.8,1584,504,118.7,8%,71.95,2026-06
纯电乘用车,Blade-A4.8,1584,640,120.8,15%,68.8,2026-06
纯电乘用车,Blade-A4.8,1584,800,123.0,15%,65.5,2026-06
纯电乘用车,Blade-A4.8,1584,1000,125.0,22%,62.5,2026-06
纯电乘用车,Blade-A4.8,1584,1280,126.0,8%,61.0,2026-06
纯电乘用车,Blade-A4.8,1584,1600,128.9,8%,56.65,2026-06
纯电乘用车,Blade-A4.8,1584,2000,131.2,8%,53.2,2026-06
纯电乘用车,Blade-A4.8,1584,2520,133.4,8%,49.9,2026-06
纯电乘用车,Blade-A4.8,1584,3200,135.0,8%,47.5,2026-06
纯电乘用车,Blade-A4.8,1584,4000,135.4,22%,46.9,2026-06
纯电乘用车,Blade-A4.8,1584,5040,134.3,35%,48.55,2026-06
纯电乘用车,Blade-A4.8,1584,6400,131.3,35%,53.05,2026-06
纯电乘用车,Blade-A4.8,1584,8000,126.1,22%,60.85,2026-06
纯电乘用车,Blade-A4.8,1268,400,116.1,8%,75.85,2026-06
纯电乘用车,Blade-A4.8,1268,504,120.1,8%,69.85,2026-06
纯电乘用车,Blade-A4.8,1268,640,122.6,35%,66.1,2026-06
纯电乘用车,Blade-A4.8,1268,800,125.3,35%,62.05,2026-06
纯电乘用车,Blade-A4.8,1268,1000,127.4,22%,58.9,2026-06
纯电乘用车,Blade-A4.8,1268,1280,128.7,35%,56.95,2026-06
纯电乘用车,Blade-A4.8,1268,1600,130.1,8%,54.85,2026-06
纯电乘用车,Blade-A4.8,1268,2000,132.6,22%,51.1,2026-06
纯电乘用车,Blade-A4.8,1268,2520,134.3,35%,48.55,2026-06
纯电乘用车,Blade-A4.8,1268,3200,135.3,8%,47.05,2026-06
纯电乘用车,Blade-A4.8,1268,4000,135.2,8%,47.2,2026-06
纯电乘用车,Blade-A4.8,1268,5040,132.9,15%,50.65,2026-06
纯电乘用车,Blade-A4.8,1268,6400,127.0,35%,59.5,2026-06
纯电乘用车,Blade-A9.5,2852,504,125.7,35%,61.45,2026-06
纯电乘用车,Blade-A9.5,2852,640,127.2,22%,59.2,2026-06
纯电乘用车,Blade-A9.5,2852,800,129.6,8%,55.6,2026-06
纯电乘用车,Blade-A9.5,2852,1000,131.7,8%,52.45,2026-06
纯电乘用车,Blade-A9.5,2852,1280,133.8,35%,49.3,2026-06
纯电乘用车,Blade-A9.5,2852,1600,135.0,15%,47.5,2026-06
纯电乘用车,Blade-A9.5,2852,2000,136.0,15%,46.0,2026-06
纯电乘用车,Blade-A9.5,2852,2520,136.2,8%,45.7,2026-06
纯电乘用车,Blade-A9.5,2852,3200,134.2,15%,48.7,2026-06
纯电乘用车,Blade-A9.5,2852,4000,131.2,15%,53.2,2026-06
纯电乘用车,Blade-A9.5,2852,5040,127.2,15%,59.2,2026-06
纯电乘用车,Blade-A9.5,2220,320,121.0,35%,68.5,2026-06
纯电乘用车,Blade-A9.5,2220,400,123.1,35%,65.35,2026-06
纯电乘用车,Blade-A9.5,2220,504,125.5,15%,61.75,2026-06
纯电乘用车,Blade-A9.5,2220,640,128.1,35%,57.85,2026-06
纯电乘用车,Blade-A9.5,2220,800,130.3,22%,54.55,2026-06
纯电乘用车,Blade-A9.5,2220,1000,132.2,15%,51.7,2026-06
纯电乘用车,Blade-A9.5,2220,1280,133.1,35%,50.35,2026-06
